3.67270541,-6.43561411,2.68868852,-0.03909538,-0.03176499,-1.0199299,-0.06943185,-2.4756045,-0.17592919,7.88257191,0.18299875,2.6783755455891782
3.67270541,-6.43561411,2.68868852,0.09896017,-0.0439823,-1.0199299,-0.06943185,-2.4756045,-0.11117747,7.88257191,0.15520305,2.6783755455891782
3.67270541,-6.43561411,2.68868852,0.09896017,-0.0439823,-0.92176765,0.18674773,-2.633622,-0.11117747,7.88257191,0.15520305,2.7965147585449572
3.91930819,-6.18661737,2.80121589,0.09896017,-0.0439823,-0.92176765,0.18674773,-2.633622,-0.11117747,7.84104723,0.15520305,2.7965147585449572
3.91930819,-6.18661737,2.80121589,0.21502456,-0.08796459,-0.92176765,0.18674773,-2.633622,-0.03176499,7.84104723,0.23448315,2.7965147585449572
3.91930819,-6.18661737,2.80121589,0.21502456,-0.08796459,-0.7374141,0.36870706,-2.815581,-0.03176499,7.84104723,0.23448315,2.9338066262271196
4.23773718,-5.74129581,3.14358687,0.21502456,-0.08796459,-0.7374141,0.36870706,-2.815581,-0.03176499,7.79762993,0.23448315,2.9338066262271196
4.23773718,-5.74129581,3.14358687,0.27244589,-0.13805555,-0.7374141,0.36870706,-2.815581,0.06719518,7.79762993,0.31273197,2.9338066262271196
4.23773718,-5.74129581,3.14358687,0.27244589,-0.13805555,-0.50278234,0.60812724,-2.707842,0.06719518,7.79762993,0.31273197,2.8204640971226818
4.50588751,-5.22654247,3.31357527,0.27244589,-0.13805555,-0.50278234,0.60812724,-2.707842,0.06719518,7.65503426,0.31273197,2.8204640971226818
4.50588751,-5.22654247,3.31357527,0.32375857,-0.16126843,-0.50278234,0.60812724,-2.707842,0.1881465,7.65503426,0.40770851,2.8204640971226818
4.50588751,-5.22654247,3.31357527,0.32375857,-0.16126843,-0.19153613,1.0414777,-2.3774424,0.1881465,7.65503426,0.40770851,2.6026129219803695
4.69981813,-4.92487288,3.46440983,0.32375857,-0.16126843,-0.19153613,1.0414777,-2.3774424,0.1881465,7.63837671,0.40770851,2.6026129219803695
4.69981813,-4.92487288,3.46440983,0.3811799,-0.1600467,-0.19153613,1.0414777,-2.3774424,0.30909783,7.63837671,0.51619234,2.6026129219803695
4.69981813,-4.92487288,3.46440983,0.3811799,-0.1600467,0.07182605,1.541866,-2.2218192,0.30909783,7.63837671,0.51619234,2.705363185118545
4.80995131,-4.73812532,3.54102421,0.3811799,-0.1600467,0.07182605,1.541866,-2.2218192,0.30909783,7.62393046,0.51619234,2.705363185118545
4.80995131,-4.73812532,3.54102421,0.39461896,-0.13683382,0.07182605,1.541866,-2.2218192,0.42638394,7.62393046,0.59686756,2.705363185118545
4.80995131,-4.73812532,3.54102421,0.39461896,-0.13683382,0.2681506,1.8339585,-2.0829554,0.42638394,7.62393046,0.59686756,2.7881914533349867
-5.95198536,-7.714118,6.80671549,0.5558874,0.34086281,-0.48362875,-5.8346696,-0.8523358,1.43675506,11.8855005,1.57780334,5.916396058940163
-5.95198536,-7.714118,6.80671549,0.62063909,0.26878071,-0.48362875,-5.8346696,-0.8523358,1.30480814,11.8855005,1.46968031,5.916396058940163
