9.60314274,-2.22660756,4.74291372,-3.98284149,-1.06901419,1.1611878,1.364695,2.4061728,0.71959925,10.93953209,4.18612479,3.0000694427725203
9.60314274,-2.22660756,4.74291372,-4.15632725,-1.19240892,1.1611878,1.364695,2.4061728,0.77335542,10.93953209,4.39260445,3.0000694427725203
9.60314274,-2.22660756,4.74291372,-4.15632725,-1.19240892,1.0869676,0.2681506,1.3072342,0.77335542,10.93953209,4.39260445,1.7211230198458125
9.82341003,-2.98317528,3.90973139,-4.15632725,-1.19240892,1.0869676,0.2681506,1.3072342,0.77335542,10.9856597,4.39260445,1.7211230198458125
9.82341003,-2.98317528,3.90973139,-4.37257338,-1.30358648,1.0869676,0.2681506,1.3072342,0.70493847,10.9856597,4.61689007,1.7211230198458125
9.82341003,-2.98317528,3.90973139,-4.37257338,-1.30358648,1.0510546,-0.5386954,0.25617957,0.70493847,10.9856597,4.61689007,1.2085265685654423
9.95509052,-3.56257224,3.27766204,-4.37257338,-1.30358648,1.0510546,-0.5386954,0.25617957,0.70493847,11.06972523,4.61689007,1.2085265685654423
9.95509052,-3.56257224,3.27766204,-4.61814117,-1.38788581,1.0510546,-0.5386954,0.25617957,0.56688297,11.06972523,4.85538991,1.2085265685654423
9.95509052,-3.56257224,3.27766204,-4.61814117,-1.38788581,1.2306197,-1.0199299,-0.38067806,0.56688297,11.06972523,4.85538991,1.643045198801165
10.26873112,-4.14436293,2.66714072,-4.61814117,-1.38788581,1.2306197,-1.0199299,-0.38067806,0.56688297,11.39018097,4.85538991,1.643045198801165
10.26873112,-4.14436293,2.66714072,-4.8160615,-1.44652891,1.2306197,-1.0199299,-0.38067806,0.39095375,11.39018097,5.04378222,1.643045198801165
10.26873112,-4.14436293,2.66714072,-4.8160615,-1.44652891,1.3215994,-1.3575124,-0.80924016,0.39095375,11.39018097,5.04378222,2.0601782237555195
10.68053341,-4.66869354,2.31758714,-4.8160615,-1.44652891,1.3215994,-1.3575124,-0.80924016,0.39095375,11.88451528,5.04378222,2.0601782237555195
10.68053341,-4.66869354,2.31758714,-4.91990852,-1.43064642,1.3215994,-1.3575124,-0.80924016,0.19669861,11.88451528,5.1274691,2.0601782237555195
10.68053341,-4.66869354,2.31758714,-4.91990852,-1.43064642,1.5897499,-1.6831238,-1.1683705,0.19669861,11.88451528,5.1274691,2.593318386757928
10.73799419,-4.59207869,2.26970315,-4.91990852,-1.43064642,1.5897499,-1.6831238,-1.1683705,0.19669861,11.8971954,5.1274691,2.593318386757928
10.73799419,-4.59207869,2.26970315,-4.89791775,-1.31580377,1.5897499,-1.6831238,-1.1683705,-0.0122173,11.8971954,5.07159611,2.593318386757928
10.73799419,-4.59207869,2.26970315,-4.89791775,-1.31580377,1.9608512,-2.0159178,-1.2952632,-0.0122173,11.8971954,5.07159611,3.0962184305055582
