7.7356658,10.46266174,0.61770403,1.70187056,-0.65973449,-2.3702598,8.535329,-3.2034419,-1.33412969,13.02648741,2.26086599,9.419766977610928
7.7356658,10.46266174,0.61770403,1.70187056,-0.65973449,-2.3702598,8.535329,-3.2034419,-1.33412969,13.02648741,2.26086599,9.419766977610928
7.7356658,10.46266174,0.61770403,1.70187056,-0.65973449,-1.7884687,9.782708,-3.4332852,-1.33412969,13.02648741,2.26086599,10.520810186111655
8.09000778,12.5551939,0.9600749,1.70187056,-0.65973449,-1.7884687,9.782708,-3.4332852,-1.33412969,14.96672521,2.26086599,10.520810186111655
8.09000778,12.5551939,0.9600749,0.55466563,-0.34330627,-1.7884687,9.782708,-3.4332852,0.18692477,14.96672521,0.67856763,10.520810186111655
8.09000778,12.5551939,0.9600749,0.55466563,-0.34330627,-1.1899183,11.508927,-3.2968156,0.18692477,14.96672521,0.67856763,12.030806601145839
7.96311474,13.44823074,1.23780227,0.55466563,-0.34330627,-1.1899183,11.508927,-3.2968156,0.18692477,15.67795462,0.67856763,12.030806601145839
7.96311474,13.44823074,1.23780227,0.55466563,-0.34330627,-1.1899183,11.508927,-3.2968156,0.18692477,15.67795462,0.67856763,12.030806601145839
7.96311474,13.44823074,1.23780227,0.55466563,-0.34330627,-0.8738836,13.414712,-2.9113493,0.18692477,15.67795462,0.67856763,13.754785496054925
7.47709179,12.79222012,1.25216746,0.55466563,-0.34330627,-0.8738836,13.414712,-2.9113493,0.18692477,14.86996034,0.67856763,13.754785496054925
6.02381134,9.34217548,1.8650831,-0.5558874,-0.06230826,-1.5131354,13.642161,-2.5617957,1.56748021,11.27125019,1.66429785,13.962841506420306
6.02381134,9.34217548,1.8650831,-1.34146011,0.06719518,-1.5131354,13.642161,-2.5617957,2.70491123,11.27125019,3.020029,13.962841506420306
6.02381134,9.34217548,1.8650831,-1.34146011,0.06719518,-2.1452048,12.2319765,-2.2625206,2.70491123,11.27125019,3.020029,12.623080136187648
